,NAME,AGE,RATING,WAGE,POTENTIAL,VALUE,TOTAL,Acceleration,Aggression,Agility,Balance,ballControll,Composure,Crossing,Defending,Height,Weight,Nationality,position
7267,Hwang Ki Wook,21,68,5,79,1.7,1646,59,67,48,57,65,59,35,196,185,77,Korea Republic,CM
7268,C. Lykogiannis,23,68,24,73,1.1,1859,75,56,43,53,65,50,66,202,186,78,Greece,LB CB
7269,S. Benrahma,21,68,16,75,1.4,1692,76,45,78,57,69,61,63,82,172,67,Algeria,RM ST
7270,K. Poku,25,68,14,71,1.3,1778,78,73,62,73,68,68,49,135,185,84,Ghana,CAM CM
7271,L. Gamba,30,68,10,68,0.98,1679,90,27,88,88,70,68,58,61,170,70,Argentina,ST RM
7272,K. Ota,29,68,8,68,0.756,1877,74,63,72,70,67,66,75,187,178,78,Japan,LB LWB
7273,P. Burner,21,68,14,77,1.3,1720,78,58,76,70,70,60,67,205,170,65,France,RB LB
7274,O. Jansson,26,68,3,70,0.84,1053,31,23,28,42,22,46,15,42,187,82,Sweden,GK
7275,V. Prodell,29,68,5,68,1,1562,71,40,57,54,64,66,40,72,190,86,Sweden,ST
7276,J. Valencia,31,68,3,68,0.644,1848,76,59,68,67,65,61,68,188,183,77,Colombia,LB LM
7277,A. Green,18,68,13,84,2.1,1654,80,34,75,72,68,65,67,109,180,71,England,LM LW
7278,S. Whittaker,33,68,5,68,0.392,1888,63,69,71,57,66,65,69,205,185,87,Scotland,RB
7279,B. O'Neill,23,68,6,73,1.1,1922,68,63,75,83,66,66,63,191,179,78,Australia,CDM
7280,Everaldo,25,68,8,69,1.2,1648,77,37,72,57,67,58,39,74,181,76,Brazil,ST
7281,Hlder Tavares,27,68,5,68,1,1798,63,79,79,67,65,70,51,195,178,73,Cape Verde,CM CDM
7282,D. ovi,27,68,4,68,1.1,1756,73,45,77,63,68,64,66,112,177,72,Croatia,CAM CF
7283,M. Delgado,22,68,5,74,1.4,1842,72,73,80,76,67,67,50,197,175,66,United States,CM CDM RM
7284,J. Zimmermann,32,68,13,68,0.588,1097,42,44,39,35,23,13,16,39,190,86,Germany,GK
7285,D. Bamba,22,68,3,75,1.4,1646,87,60,83,69,64,64,52,48,184,75,Ivory Coast,ST RW
7286,C. Quintero,28,68,2,68,1,1856,77,79,70,78,69,61,69,195,176,74,Colombia,RM CM LM
7287,Nixon,24,68,4,68,1.1,1697,81,32,84,82,68,50,57,52,176,71,Brazil,ST RM
7288,H. Veerman,26,68,9,69,1.2,1442,68,67,30,28,58,70,24,59,201,90,Netherlands,ST
7289,F. ztrk,30,68,9,68,0.644,1179,55,44,44,35,23,15,20,55,191,86,Turkey,GK
7290,Pablo Iiguez,23,68,5,74,1.2,1675,54,65,61,74,64,60,47,200,184,73,Spain,CB CM
7291,R. Osorio,22,68,4,75,1.2,1513,70,72,62,62,57,55,29,193,180,68,Chile,CB LB
7292,M. Lysov,19,68,12,74,1.1,1759,77,55,72,74,66,58,67,199,182,72,Russia,LB LM
7293,Eddy,24,68,6,74,1.2,1834,67,77,77,60,72,58,52,190,191,80,Azerbaijan,CDM CAM CM
7294,Z. MacMath,25,68,4,73,0.952,1060,39,38,36,44,16,44,19,30,188,88,United States,GK
7295,D. Gerken,32,68,10,68,0.588,1210,46,30,64,65,24,44,13,42,183,77,England,GK
7296,E. Marcondes,22,68,27,77,1.6,1783,76,54,88,72,72,62,64,94,183,75,Denmark,ST CAM LW
7297,E. Bush,31,68,4,68,0.616,1178,49,45,40,28,15,49,16,44,186,83,United States,GK
7298,C. Flrez,22,68,1,74,1.2,1702,71,52,64,67,52,50,66,200,180,82,Colombia,LB CB
7299,C. Morales,37,68,5,68,0.112,1927,68,63,72,67,71,66,74,204,173,70,Mexico,LB
7300,Unai Simn,20,68,8,82,1.8,1100,46,27,32,47,16,26,16,41,189,85,Spain,GK
7301,J. Torres,29,68,35,68,0.784,1921,70,73,78,77,69,70,61,175,173,65,United States,CDM
7302,A. Hlouek,28,68,7,68,0.784,1835,69,73,65,54,65,60,68,196,187,76,Czech Republic,LB
7303,R. Sder,26,68,11,68,1.1,1715,76,53,81,82,68,64,48,88,177,73,Sweden,ST RM LM CAM
7304,P. Mlapa,26,68,12,69,1.2,1708,70,78,62,44,59,67,58,69,193,92,Togo,ST
7305,K. Bayramyan,25,68,19,71,1,1804,73,53,92,91,69,64,68,203,169,57,Russia,LWB CAM CM
7306,A. Ibsen Rmer,23,68,8,71,1.1,1785,71,79,71,59,68,65,66,199,186,78,Denmark,CDM RB
7307,M. Bogado,32,68,9,68,0.588,1892,64,58,72,72,73,55,56,207,170,68,Argentina,CDM CM RM
7308,R. Rodriguez,26,68,11,68,1.1,1744,82,53,83,65,70,68,65,128,180,76,Switzerland,LM LW
7309,C. Esquivel,35,68,9,68,0.448,1772,77,47,77,73,66,61,68,87,172,67,Mexico,RM
7310,H. Duljevi,23,68,10,73,1.3,1760,70,65,68,67,74,69,50,101,185,78,Bosnia Herzegovina,LW LM
7311,J. Leist,29,68,1,68,0.784,1436,51,80,45,44,53,71,27,191,192,85,Germany,CB
7312,Lim Chai Min,26,68,3,70,1,1415,68,75,51,52,45,57,22,203,189,83,Korea Republic,CB
7313,L. Abdi,28,68,12,68,1,1768,78,63,79,58,69,62,59,124,182,72,Somalia,LM ST
7314,F. Koch,28,68,14,68,0.784,1753,74,64,71,76,65,68,59,204,180,68,Austria,RB
7315,J. Verhoek,28,68,14,68,1,1652,55,76,55,55,64,68,53,59,188,87,Netherlands,ST
7316,Yun Il Lok,25,68,7,69,1.2,1755,77,58,74,70,62,55,66,102,178,65,Korea Republic,LM LW
7317,A. Grgi,20,68,13,77,1.5,1774,62,63,57,69,69,66,66,180,188,84,Switzerland,CM CDM
7318,L. Novak,28,68,10,68,1,1795,63,71,67,68,66,67,61,107,183,78,England,ST
7319,M. Pigliacelli,24,68,2,76,1.1,1154,45,23,35,37,32,43,18,59,184,81,Italy,GK
7320,J. Vargas,19,68,4,80,1.8,1795,81,59,82,84,68,57,65,103,170,70,Chile,CF LW CAM ST
7321,ngelo Neto,25,68,5,71,1.2,1820,66,83,62,68,71,66,54,176,181,68,Brazil,CM
7322,J. Drost,24,68,8,71,1.3,1786,74,60,75,74,66,72,64,149,175,75,Netherlands,RM CAM
7323,D. Saint-Louis,22,68,5,74,1.4,1697,79,39,78,73,72,59,65,92,184,78,Congo,LW RW ST RM
7324,J. Fuchs,19,68,3,79,1.5,1745,79,68,85,81,69,64,43,200,174,70,France,CDM CM LB RB
7325,C. Eiting,19,68,4,78,1.4,1789,66,68,70,70,72,59,65,178,181,74,Netherlands,CDM CM
7326,B. Amos,27,68,17,70,0.812,1103,50,28,54,52,23,63,14,36,193,76,England,GK
7327,C. Avinel,30,68,5,68,0.756,1664,69,74,62,57,51,62,37,201,180,70,France,CB
7328,J. Komar,20,68,7,81,1.7,1447,55,50,48,36,55,44,29,196,189,82,Argentina,CB
7329,J. Gastien,29,68,6,68,0.952,1881,62,81,76,82,69,62,62,179,179,69,France,CM CDM
7330,L. Quintana,25,68,13,70,1,1557,59,70,59,61,59,50,40,205,178,74,Mexico,CB
7331,D. Button,28,68,22,68,0.7,1109,60,12,50,45,33,63,13,40,191,87,England,GK
7332,M. Dal,31,68,6,68,0.896,1601,63,44,72,55,70,42,54,37,185,80,France,ST RW
7333,Edu Ramos,25,68,7,72,1.1,1726,65,61,72,74,70,58,57,180,177,67,Spain,CDM
7334,I. Cont,26,68,11,68,1.1,1740,81,68,90,82,70,71,62,109,176,60,Guinea,RM LM CAM
7335,J. Giraudon,25,68,13,70,1,1571,65,69,56,45,60,59,49,203,184,71,France,CB
7336,H. Ylmaz,33,68,8,68,0.504,940,31,21,41,37,19,29,13,34,188,86,Turkey,GK
7337,V. Ulloa,25,68,5,69,0.98,1811,55,73,68,74,66,63,44,185,183,75,Mexico,CDM CM
7338,E. Mosquera,26,68,3,68,0.84,1712,70,60,58,57,58,54,71,203,182,77,Colombia,LB
7339,L. Putaro,20,68,5,79,1.7,1601,67,49,57,63,68,59,51,95,187,77,Germany,ST RM LM
7340,Lic,28,68,6,68,1,1799,76,70,76,68,66,68,67,101,181,70,Portugal,LM RM
7341,P. Valdivia,29,68,4,68,0.952,1873,63,68,73,56,67,67,60,194,186,77,France,CM CDM
7342,J. Shaughnessy,24,68,5,74,1.2,1510,73,69,71,53,64,45,38,200,183,69,Republic of Ireland,CB RB
7343,Q. Antipas,33,68,9,68,0.644,1793,81,73,80,80,70,65,59,61,168,69,Zimbabwe,ST CAM
7344,Lee Jong Sung,24,68,5,72,1.1,1792,63,75,59,63,65,57,41,194,187,72,Korea Republic,CB CM
7345,C. Walton,21,68,15,80,1.4,980,37,20,32,29,19,35,13,36,195,75,England,GK
7346,J. Roye,28,68,6,68,1,1845,67,56,70,75,72,63,63,135,174,68,France,CM
7347,S. Rossbach,21,68,2,80,1.4,1167,45,20,36,55,23,30,13,54,189,80,Norway,GK
7348,E. Palomino,31,68,2,68,0.868,1674,90,32,86,87,63,58,61,39,170,60,Colombia,LM
7349,Joo Gis,27,68,7,68,0.84,1716,69,69,74,77,68,61,60,209,174,66,Portugal,RB LB
7350,G. Aguirre,35,68,5,68,0.235,1537,54,80,63,61,45,76,41,201,178,79,Argentina,CB
7351,R. Gonzlez,27,68,3,68,1.1,1643,86,43,78,85,65,63,60,88,167,66,Chile,CAM LM
7352,G. Niedermeier,31,68,15,68,0.672,1330,33,87,29,30,29,56,25,216,190,80,Germany,CB
7353,Fran Cruz,26,68,6,72,1.1,1590,45,75,67,65,58,58,33,194,185,75,Spain,CB
7354,A. O'Brien,23,68,20,74,1.4,1709,77,66,72,65,66,60,64,77,183,72,Republic of Ireland,LM ST
7355,M. Al Harbi,29,68,23,68,0.756,1747,76,61,74,66,64,59,66,193,170,65,Saudi Arabia,LB
7356,G. Papunashvili,21,68,6,78,1.6,1659,70,38,63,63,68,64,68,91,180,76,Georgia,RM CAM
7357,F. Raspentino,28,68,10,68,1,1659,74,43,71,70,69,53,67,45,179,73,Algeria,ST RM LM
7358,Etxeberra,22,68,12,75,1.2,1685,74,70,68,61,68,68,70,197,180,72,Spain,RB RWB
7359,K. Fisker,29,68,14,68,0.952,1836,74,80,80,85,71,64,72,112,170,73,Denmark,CM
7360,Helito Caldeira,33,68,14,68,0.392,1812,62,70,60,49,77,63,58,205,188,82,Brazil,RB
7361,S. Lowry,28,68,7,70,0.952,1630,60,91,55,52,59,62,62,193,185,88,Australia,CB LB
7362,Eli Sabi,28,68,14,69,0.924,1567,58,74,55,44,55,48,42,197,187,89,Brazil,CB
7363,L. Damour,26,68,17,69,0.98,1850,68,79,78,61,64,58,59,196,181,75,France,CDM CM CAM
7364,R. McGowan,27,68,8,68,0.84,1750,64,80,57,61,62,61,59,213,191,78,Australia,RB CB
7365,Tiago Gomes,30,68,7,68,0.728,1854,68,69,71,73,68,65,68,209,177,80,Portugal,LB
7366,M. Fossati,24,68,15,72,1.3,1846,67,68,82,72,73,67,51,152,180,73,Italy,CM CDM
7367,I. Doumbia,19,68,7,79,1.5,1687,65,71,67,62,68,57,61,195,184,75,Ivory Coast,CDM CM
7368,J. Mousinho,31,68,7,68,0.672,1801,56,74,68,67,62,61,51,203,186,79,England,CB
7369,A. Lukse,29,68,9,68,0.672,1057,43,22,32,57,22,13,9,29,187,82,Austria,GK
7370,G. Moncur,23,68,7,75,1.4,1812,65,61,65,72,71,64,66,159,176,63,England,CM CAM
7371,K. Larsen,24,68,7,73,1.1,1484,74,68,44,48,55,60,30,198,190,88,Denmark,CB
7372,J. Absalonsen,31,68,6,68,0.868,1819,77,71,68,76,70,73,68,113,178,75,Denmark,LW
7373,M. Araz,23,68,11,75,1.4,1730,77,58,77,91,68,62,46,138,173,69,Switzerland,CAM CM RM
7374,Xavier,24,68,7,70,1.2,1672,80,39,76,62,71,63,65,88,176,66,Portugal,LW RW
7375,Nuno Toms,21,68,4,71,1.1,1460,60,69,50,56,50,59,31,200,184,84,Portugal,CB
7376,Caio,26,68,6,70,0.84,1122,44,30,43,28,20,36,15,46,192,88,Brazil,GK
7377,A. Lang,24,68,10,73,1.1,1575,57,65,59,67,59,63,53,207,188,83,Hungary,CB RB
7378,S. Villa,21,68,1,80,1.8,1542,77,53,81,70,69,65,68,75,178,68,Colombia,RM LM RW
7379,B. Nasti,22,68,9,73,1.1,1692,70,71,66,65,62,64,69,209,181,80,Serbia,LB
7380,scar,19,68,41,81,1.9,1667,64,43,65,75,74,62,42,112,174,68,Spain,CAM CM
7381,L. Mhl,20,68,6,81,1.7,1609,65,70,54,49,64,65,49,204,189,83,Germany,CB
7382,J. Parr,28,68,4,68,0.784,1795,72,60,75,69,65,64,65,196,182,75,Norway,LB
7383,R. Filippi,28,68,5,68,0.812,1378,32,75,27,55,42,60,34,200,183,84,France,CB
7384,O. Vsquez,27,68,2,68,1.1,1727,73,30,83,88,65,63,48,116,165,63,Colombia,CAM CM
7385,M. Polster,24,68,5,72,1.1,1746,50,78,51,52,66,62,58,198,183,77,United States,RB CDM
7386,T. Casasola,21,68,3,76,1.3,1659,62,69,55,50,61,55,65,208,188,84,Argentina,CB RB
7387,Y. Bo-Kane,26,68,5,70,1,1689,67,70,64,55,61,62,55,198,185,76,France,CDM CM
7388,Y. Tejeda,25,68,8,70,1.2,1853,67,72,62,72,70,58,57,199,179,66,Costa Rica,CM CDM
7389,L. Harasln,21,68,5,77,1.6,1763,84,38,85,72,66,57,64,122,182,71,Slovakia,RM LM
7390,V. Rosier,20,68,9,74,1.2,1673,77,66,65,75,66,56,63,202,175,70,France,RB LB
7391,R. Weil,29,68,1,68,0.784,1669,62,70,62,67,58,67,59,193,183,81,Germany,CB RB CDM
7392,C. Mosquera,26,68,2,68,1.1,1711,89,58,87,83,65,54,52,109,164,66,Colombia,RW
7393,A. Androutsos,20,68,1,80,1.8,1820,78,47,76,68,70,66,60,169,182,75,Greece,CAM CM LM
7394,Edgar,30,68,5,68,0.98,1731,63,73,54,57,64,71,60,75,191,79,Brazil,ST
7395,F. Dick,32,68,6,68,0.56,1881,60,75,58,58,63,73,78,203,184,84,Germany,RB
7396,M. Smith,28,68,22,68,1,1562,43,67,47,32,66,56,43,94,198,91,England,ST
7397,A. Benedetti,25,68,2,70,1,1712,76,60,71,85,61,59,64,204,170,64,Italy,LB LM
7398,F. Morais,31,68,23,68,0.868,1770,71,65,72,85,68,63,74,111,175,83,Portugal,RM RWB
7399,F. Fedato,24,68,3,71,1.3,1725,83,34,85,62,72,71,63,84,177,66,Italy,LW LM
7400,S. Henderson,29,68,15,68,0.672,1122,46,33,47,41,18,42,19,48,188,87,Republic of Ireland,GK
7401,K. Friesenbichler,23,68,15,72,1.3,1499,65,46,67,54,66,66,31,45,188,75,Austria,ST
7402,E. Ka,25,68,9,71,1,1903,76,74,76,72,74,66,69,192,183,75,Turkey,LB
7403,R. Henry,19,68,13,80,1.5,1763,93,76,91,88,65,60,63,197,170,66,England,LB LWB LM
7404,Cho Young Wook,18,68,4,84,2.1,1673,82,42,74,79,67,57,48,47,177,71,Korea Republic,ST
7405,Zhao Xuri,31,68,0,68,0,1826,40,75,55,62,62,61,54,191,185,84,China PR,CDM CM
7406,K. Luijckx,31,68,9,68,0.672,1727,61,51,59,46,62,71,46,197,190,86,Netherlands,CB
7407,lvaro Lemos,24,68,12,71,1.1,1853,80,59,70,79,68,65,68,190,175,76,Spain,RB RWB RM
7408,Jorge Miramn,28,68,6,68,0.784,1854,67,49,65,71,70,62,72,201,176,74,Spain,RB
7409,Nagore,36,68,4,68,0.112,1825,58,83,64,60,64,79,74,198,182,72,Spain,RB
7410,D. Leki,32,68,6,68,0.812,1537,34,58,55,33,54,54,44,85,193,88,Serbia,ST
7411,M. Thiel,24,68,11,71,1.3,1680,69,43,69,60,70,57,68,77,187,81,Germany,LM
7412,G. Vargas,33,68,4,68,0.644,1569,63,38,61,59,58,59,43,57,173,74,Chile,ST
7413,N. Hagglund,24,68,5,72,1.1,1557,52,74,44,54,58,59,55,193,185,87,United States,CB RB
7414,G. Gutirrez,27,68,3,68,0.84,1620,67,71,72,82,65,54,67,194,170,75,Colombia,LB
7415,M. Aleksandrov,28,68,19,68,1,1749,75,48,73,71,70,63,67,175,180,74,Bulgaria,LM RM LWB
7416,P. Farkas,24,68,16,72,1.1,1838,81,71,76,76,64,63,66,190,179,78,Austria,RB
7417,Kike Sola,31,68,16,68,0.896,1713,56,72,65,68,71,63,59,127,184,78,Spain,ST
7418,R. Grant,26,68,7,69,0.952,1867,74,70,74,73,65,63,63,193,174,74,Australia,RB
7419,Han Kyo Won,27,68,8,68,1.1,1902,86,70,88,68,68,71,59,173,182,73,Korea Republic,RM
7420,T. van Weert,27,68,9,68,1.1,1592,67,29,65,65,67,67,39,63,180,73,Netherlands,ST
7421,H. Marn,24,68,25,72,1.1,1551,66,60,49,52,58,58,27,211,183,83,Mexico,CB
7422,M. Jarvis,31,68,23,68,0.868,1725,76,50,72,85,72,68,68,98,170,72,England,LM RM
7423,Kim Min Hyeok,25,68,4,71,1.1,1420,78,81,44,52,54,44,23,205,187,73,Korea Republic,CB
7424,M. Titsch-Rivero,27,68,13,68,1,1745,63,64,68,65,69,64,56,175,182,80,Germany,CM CDM
7425,S. Maier,23,68,21,73,1.3,1724,79,54,85,77,69,56,66,66,179,68,Germany,CAM RM LM
7426,A. Le Fondre,30,68,25,68,0.98,1712,71,47,70,77,68,72,65,54,175,73,England,ST CAM
7427,V. Rodi,23,68,7,74,1.4,1747,86,69,81,85,65,62,63,136,176,74,Montenegro,RM LM
7428,M. ovilo,31,68,5,68,0.672,1683,51,60,32,33,63,64,53,199,193,93,Serbia,CDM
7429,C. Lobella,25,68,4,68,1.1,1720,81,45,84,68,72,68,60,86,177,72,Chile,LM RM
7430,C. Corts,33,68,4,68,0.616,1676,69,37,69,59,71,71,58,129,179,69,Chile,CAM CM LM
7431,E. Hovland,28,68,6,68,0.812,1381,53,60,44,41,58,55,33,198,191,90,Norway,CB
7432,A. Basta,38,68,6,68,0.134,1840,52,77,57,62,67,72,61,179,178,74,Argentina,CDM CM
7433,A. Maitland-Niles,19,68,31,84,2.1,1775,84,58,79,70,63,71,61,178,177,71,England,RM CM LB
7434,H. Barnes,19,68,22,81,1.9,1681,77,47,70,67,65,58,66,132,174,66,England,LM
7435,B. Petersen,23,68,0,76,0,1270,51,35,31,52,21,51,17,79,185,75,South Africa,GK
7436,S. Di Carmine,28,68,4,68,1,1615,73,45,74,57,65,67,29,57,185,76,Italy,ST
7437,D. Lachman,27,68,7,69,0.952,1637,51,70,42,43,58,62,36,196,189,75,Curacao,CB
7438,L. Brattan,27,68,8,68,0.84,1891,67,68,71,68,69,68,65,169,175,65,Australia,CDM CM
7439,A. Modiba,21,68,0,78,0,1731,84,26,71,82,71,71,66,197,171,70,South Africa,LW LB RW LM
7440,F. Bulot,26,68,5,68,1.1,1716,71,41,73,75,72,62,72,78,179,71,Gabon,RM LM
7441,R. Jnsson,27,68,10,68,1.1,1678,70,34,74,55,70,66,60,97,192,73,Sweden,LM RM
7442,K. Vollmann,23,68,5,73,1.3,1816,83,72,84,86,66,62,58,125,174,70,Germany,LM CAM
7443,E. Molina,30,68,8,68,0.952,1726,69,55,71,65,70,67,62,88,181,75,Argentina,RM CAM LM
7444,K. Przybyko,24,68,9,73,1.4,1603,65,40,64,52,65,48,43,59,192,86,Poland,ST LM
7445,D. Sciaudone,28,68,4,68,1,1832,72,61,70,69,71,68,60,156,183,78,Italy,CM
7446,Y. Baraye,25,68,4,70,1.2,1711,76,51,64,69,67,66,64,157,177,69,Senegal,LW CAM ST
7447,R. Rotman,28,68,12,68,0.812,1922,66,72,67,66,61,70,63,196,187,80,Slovenia,CDM CM
7448,E. Lwen,20,68,6,78,1.4,1790,60,72,58,58,70,56,56,190,188,91,Germany,CDM CB LM CM
7449,L. Gassama,27,68,9,68,0.84,1742,74,79,76,68,64,60,65,198,181,74,Senegal,RB
7450,C. Hemlein,26,68,6,68,1.1,1835,81,74,68,71,67,67,71,140,181,79,Germany,RM
7451,J. Hergault,31,68,5,68,0.644,1731,63,59,69,64,67,63,69,191,185,80,France,RB LB
7452,Emad Meteb,34,68,16,68,0.532,1670,67,75,66,61,69,77,50,54,176,75,Egypt,ST CF
7453,N. Marsman,26,68,6,70,0.84,1115,36,28,41,38,23,40,19,49,188,88,Netherlands,GK
7454,P. Parzyszek,23,68,8,74,1.4,1636,65,68,67,50,68,66,42,83,191,85,Poland,ST
7455,Kim Kee Hee,27,68,5,69,0.952,1698,69,64,58,56,55,63,60,194,187,78,Korea Republic,CB RB
7456,D. Robach,24,68,4,71,1.1,1671,66,60,62,59,66,59,64,201,187,80,Germany,LB CDM CM
7457,M. itum,25,68,7,69,1.2,1669,77,30,73,68,69,61,66,109,177,76,Croatia,LM LW
7458,R. Beerens,29,68,10,68,0.98,1711,73,43,74,82,69,70,67,87,173,63,Netherlands,RW
7459,M. elik,27,68,4,68,1.1,1719,77,73,79,75,69,64,68,65,177,74,Sweden,LM RM
7460,D. Call,32,68,23,68,0.784,1757,70,66,70,71,70,66,70,79,176,79,Switzerland,RM LM CAM
7461,F. Malbai,24,68,6,71,1.3,1700,76,50,75,68,72,66,62,67,182,79,Serbia,ST LM RM CAM
7462,L. Woudenberg,23,68,6,75,1.2,1684,72,76,60,62,58,64,66,198,186,70,Netherlands,LB
7463,O. Hadiki,21,68,8,76,1.1,1095,41,19,38,56,18,27,15,43,186,80,Austria,GK
7464,R. Zentner,22,68,11,78,1.2,1135,65,30,30,45,19,29,17,43,194,96,Germany,GK
7465,P. Szymiski,23,68,3,77,1.3,1576,67,61,61,65,58,67,48,208,185,76,Poland,CB RB
7466,D. Capelli,31,68,3,68,0.672,1429,34,65,34,55,49,67,45,205,185,83,Italy,CB
7467,L. Mancuso,25,68,54,69,1.2,1686,72,48,73,80,72,69,60,65,182,77,Italy,RW LW
7468,Chus Herrero,33,68,6,68,0.42,1558,54,73,63,59,58,56,52,198,183,75,Spain,CB
7469,D. Bulthuis,27,68,7,69,0.952,1384,36,83,34,33,42,60,52,199,190,88,Netherlands,CB LB
7470,B. Addae,24,68,3,72,1.3,1937,76,75,73,73,69,63,64,207,184,87,Ghana,CM CDM
7471,U. Rivas,21,68,11,76,1.5,1811,70,55,64,65,71,60,60,191,179,71,Mexico,CM CDM RM
7472,S. Iljutcenko,26,68,6,69,1.2,1626,72,58,66,59,64,65,50,79,189,82,Russia,ST
7473,C. Lizarazo,26,68,2,68,1.1,1759,84,46,84,84,65,65,67,97,171,67,Colombia,CAM LM CDM
7474,D. Braaten,35,68,4,68,0.448,1852,65,74,66,62,72,78,67,152,184,94,Norway,RW LW
7475,Crivellaro,28,68,8,68,1,1644,67,52,61,65,67,62,59,95,183,78,Brazil,CAM CM LM
7476,D. Pudil,31,68,31,68,0.644,1896,58,78,67,59,69,73,72,204,185,82,Czech Republic,LB CB
7477,Eloi Amagat,32,68,15,68,0.756,1743,55,68,66,59,73,55,55,165,180,72,Spain,CM
7478,C. Fandrich,26,67,6,68,1,1700,81,63,86,77,70,64,58,130,177,68,Germany,CAM CM
7479,J. Botaka,24,67,8,70,1.1,1695,85,56,75,70,71,72,66,61,183,73,DR Congo,LM RM RW ST
7480,T. Blackett,23,67,18,70,0.896,1776,66,67,60,58,63,59,72,192,188,87,England,LB CB LWB
7481,Park Chu Young,31,67,7,67,0.756,1798,66,55,71,67,66,68,58,99,182,75,Korea Republic,ST RM
7482,J. Holland,28,67,11,67,0.7,1820,69,84,76,67,63,63,52,191,182,76,Australia,CDM CM
7483,D. Fllman,27,67,4,69,0.84,1397,51,79,45,54,47,51,29,195,187,84,Sweden,CB
7484,D. ukasik,26,67,6,70,0.896,1730,54,63,66,71,60,61,61,190,179,73,Poland,CDM CM
7485,M. Perez,26,67,5,68,0.84,1827,76,66,75,74,66,61,46,180,180,71,France,CDM CM
7486,Francis,21,67,12,74,1.2,1607,79,35,80,77,66,52,64,98,180,75,Spain,RM RB RWB
7487,M. Sordell,26,67,9,67,0.924,1752,82,57,75,70,66,69,59,99,177,81,England,ST RM
7488,M. Gelabert,35,67,6,67,0.364,1778,53,75,61,69,74,70,52,162,176,72,Argentina,CM
7489,N. Aliji,23,67,2,72,0.952,1631,84,52,71,70,67,60,62,189,177,73,Albania,LB RB
7490,K. Rodrigues Pires,25,67,1,69,1,1787,62,61,80,91,67,67,64,156,170,62,Portugal,CM
7491,E. Hussain,24,67,5,72,1.1,1882,74,69,78,79,66,58,58,173,176,69,Norway,CM
7492,B. Manuel,20,67,9,75,1.3,1727,81,41,78,78,69,69,63,98,167,70,Belgium,RM
7493,Choi Jae Hyeon,23,67,5,71,1.1,1727,74,58,70,58,68,64,64,190,184,77,Korea Republic,RW RM
7494,D. Bakker,22,67,7,71,0.952,1785,55,77,69,65,68,67,65,191,178,70,Netherlands,CDM CM CB
7495,M. Mills,30,67,8,67,0.644,1500,46,76,56,46,55,48,34,197,191,82,England,CB
7496,M. Tchokount,28,67,6,67,0.896,1566,58,70,52,54,64,63,40,66,191,90,Cameroon,ST
7497,Juanjo,29,67,4,67,0.672,1627,67,80,66,70,52,49,37,184,176,67,Spain,CDM CM
7498,H. inemre,23,67,10,74,1,1509,69,78,65,60,42,44,27,196,183,77,Turkey,CB
7499,Lus Machado,24,67,7,70,1.1,1648,78,61,79,90,72,59,64,85,168,62,Portugal,LM RM
7500,Yang Dong Hyen,31,67,5,67,0.756,1574,53,33,67,63,67,70,51,69,186,80,Korea Republic,ST RW
7501,R. van der Vaart,34,67,15,67,0.42,1714,35,69,62,66,70,66,73,127,176,74,Netherlands,CM
7502,Alberto Perea,26,67,6,67,0.924,1680,77,44,73,71,69,61,61,69,175,69,Spain,LM RM CAM
7503,J. Mason,26,67,7,68,1,1721,66,45,76,71,68,58,56,100,178,73,Republic of Ireland,ST CAM
7504,U. Bangura,29,67,10,67,0.672,1828,76,74,80,70,71,65,53,199,180,75,Sierra Leone,CB
7505,F. Ogier,28,67,7,68,0.784,1446,51,68,56,63,58,60,23,198,183,73,France,CB
7506,A. Al Qarni,33,67,18,67,0.42,1034,42,23,35,53,20,25,16,43,177,67,Saudi Arabia,GK
7507,N. Hammann,29,67,1,67,0.672,1822,70,78,59,61,63,59,68,194,185,79,Germany,CB LB LM
7508,K. Whler,41,67,2,67,0,1341,38,80,33,56,45,68,38,194,182,78,Norway,CB
7509,L. Memela,29,67,1,67,0.84,1685,73,46,56,78,70,65,68,135,169,65,South Africa,LW LM CAM ST
7510,M. Bagayoko,27,67,10,67,0.7,1623,76,71,77,78,67,58,69,204,175,67,Ivory Coast,RB RWB
7511,T. Mikkelsen,30,67,12,67,0.812,1718,83,38,80,76,66,67,64,128,178,73,Denmark,LW RW
7512,Wilson Manaf,22,67,6,76,1.3,1562,77,30,77,80,70,58,73,83,174,69,Portugal,RW
7513,Julin Cuesta,26,67,4,70,0.756,1081,33,22,38,41,19,27,24,36,196,91,Spain,GK
7514,P. Ngawa,25,67,3,70,0.896,1650,75,67,70,59,62,60,59,202,181,77,Belgium,RB CB LB
7515,E. Hyndman,21,67,29,76,1.3,1765,74,46,90,86,73,70,65,160,170,61,United States,CM
7516,E. Cecchini,20,67,10,77,1.2,1790,71,54,74,63,67,55,59,190,179,78,Argentina,CDM CM
7517,Jos Surez,21,67,8,78,1.2,1140,48,20,49,54,25,27,20,49,187,80,Spain,GK
7518,M. Somma,22,67,3,78,1.3,1512,66,61,55,63,56,58,49,206,182,77,Italy,CB RB
7519,T. Nara,23,67,5,73,1,1532,70,71,62,58,52,58,32,192,180,77,Japan,CB
7520,N. Eardley,28,67,11,67,0.672,1787,63,61,70,73,63,56,69,196,180,74,Wales,RB
